ean_code,product_id,product_name,product_description,product_price,product_image,product_weight,product_height,product_length,product_width,product_url,unit_type
8712448430111,1102237,Hendrik Jan houten wig 47 mm & ringwig 6 voor keukenbijl,"  Wig voor keukenbijl met stalen ringspie (ringkeil) die het hout onder hoge druk in het steelgat van de bijl ringvormig naar alle richtingen drukt en zorgt voor een betrouwbaar wigeffect om de steel veilig vast te zetten aan de bijl.
De belangrijkste specificaties:
-Ringvormig
-Stalen ringspie
De voordelen van Hendrik Jan Wig-hout 47mm+ringwig-6 keukenb.
De stalen ringspie drukt het hout onder hoge druk in het steelgat van de bijl ringvormig alle richtingen op. Hierdoor komt er een betrouwbaar wigeffect om de steel veilig vast te zetten aan de bijl.
Wat zit er in de verpakking?
-1 stalen ringspie (ringkeil)
-1 wig","€ 1,99",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/968053.jpeg,"0,02 kg","1,50 cm","16,50 cm","8,00 cm",https://www.talentools.nl/hendrik-jan-houten-wig-47-mm-ringwig-6-voor-keukenbijl,Stuks
8712448432511,1104288,Hendrik Jan draineerspade met zwanehals essen steel 76 cm,"  Deze spade is geschikt voor het graven van smalle gleuven en paalgaten. De afmeting van het blad is 320x130 mm. De spade is voorzien van een 76 cm lange steel.
De belangrijkste specificaties:
-afmetingen van het blad zijn: 320 x 130 mm
-76 cm lange steel
De belangrijkste voordelen van Hendrik Jan Draineerspade Fsc100%
Deze spade is geschikt voor het graven van smalle gleuven en paalgaten. Maar ze zijn ook zeer geschikt voor het graven van smalle gaten voor jonge bomen. De afmeting van het blad is 320x130 mm. De spade is voorzien van een 76 cm lange steel. Om er plezierig mee te werken moet u vooral druk op de kruk(T-greep) zetten en de andere hand op het midden van de steel houden. De spade heeft een recht bovenzijde zodat er extra druk met de voet uitgeoefend kan worden.
Wat zit er in de verpakking?
1 Hendrik Jan Draineerspade FSC100%","€ 59,00",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/968280.jpeg,"1,48 kg","125,00 cm","5,00 cm","13,00 cm",https://www.talentools.nl/hendrik-jan-draineerspade-met-zwanehals-essen-steel-76-cm,Stuks
8712448429238,1102107,Hendrik Jan cultivator 3 tanden steel 160 cm,"  Deze Hendrik jan cultivator heeft een stellengte van 13 centimeter en is geschikt voor het omwoelen van de aarde, verwijderen van onkruid ook tussen de gewassen en voor het planten van zaden.
De belangrijkste specificaties
• Cultivator verzinkt 13 cm
• Steellengte 160 cm
• Met FSC keurmerk
De voordelen van Hendrik Jan cultivator verzinkt 13 cm
De kromme tanden van deze cultivator zijn verzinkt, waardoor ze beschermd zijn tegen corrosie. Ook de essenhoutensteel met FSC keurmerk maakt dat dit een kwalitatief goede tool is voor iedere tuinier.
Wat zit er in de verpakking?
• Hendrik Jan Cultivator Verzinkt 13 cm.
Tips & Tricks
Wanneer je een cultivator gebruikt voor het verwijderen van onkruid in bijvoorbeeld je moestuin, zorg er dan voor dat je ook dicht op het oppervlakte werkt. De wortels van onkruid groeien namelijk vaak dicht tegen het oppervlakte. Je kan de punten van de cultivator gebruiken om deze op te sporen en ze voorzichtig los te maken. Om prettig te werken is het verstandig tuinhandschoenen te gebruiken.","€ 16,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/967956.jpeg,"0,76 kg","12,50 cm","178,00 cm","17,00 cm",https://www.talentools.nl/hendrik-jan-cultivator-3-tanden-steel-160-cm,Stuks
8712448428286,1101830,Hendrik Jan spadesteel essen spear&jackson 90 cm,"  Deze spade steel met hilt (dwarsstuk bovenaan de steel) is bedoeld voor het model Spear & Jackson, en passend op spaden met lange dul (steelhouder)
De belangrijkste specificaties
•Essen steel
•Lengte: 90 cm.
•Met FSC keurmerk
De voordelen van Hendrik Jan spadesteel Spear & Jackson met hilt essenhout 90 cm.
De 90 cm essenhouten steel is taai en sterk maar toch voldoende buigzaam en voorzien van het FSC keurmerk
Wat zit er in de verpakking?
•Hendrik Jan spadesteel 90 cm.
Tips & Tricks
•Werk je met deze spadesteel dan ben je verantwoord bezig. Met FSC keurmerk, een internationaal keurmerk gesteund door alle grote milieu- en ontwikkelingsorganisaties, dat staat voor verantwoord bosbeheer
•Controleer goed of je een lange of korte dul (metalen steelhouder) hebt. Deze is geschikt voor een spade, model Spear & Jackson, met lange dul","€ 14,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/967602.jpeg,"0,61 kg","4,00 cm","90,00 cm","12,00 cm",https://www.talentools.nl/hendrik-jan-spadesteel-essen-spear-jackson-90-cm,Stuks
8712448427760,1101780,Hendrik Jan schopsteel essen 100 cm,"  Deze schopsteel met gebogen hilt en universele maat is perfect materiaal om aan verschillende typen spades te bevestigen. De steel is voorzien van het FSC keurmerk.
De belangrijkste specificaties
• Uit Essenhout
• Gebogen met hilt
• Met FSC keurmerk
De voordelen van Hendrik Jan schopsteel essenhout gebogen
Wanneer bij het klussen de steel van schop afbreekt is het voor een klusser zo geregeld om een nieuwe steel op de spade aan te brengen in plaats van een geheel nieuwe schop te kopen.
Wat zit er in de verpakking?
• Hendrik Jan Schopsteel 100 cm essen.
Tips & Tricks
Om de juiste schop te kiezen is het goed om te kijken naar de grootte van het blad. Dit wordt aangegeven met 0, 00 en 000. Een geslepen snede zorgt ervoor dat er met minder kracht geschept kan worden. Om een goede hoogte van de steel te bepalen wordt er gekeken naar de hoogte van de broekriem.","€ 13,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/8/6/860334.jpeg,"0,72 kg","3,00 cm","100,00 cm","12,00 cm",https://www.talentools.nl/hendrik-jan-schopsteel-essen-100-cm,Stuks
8712448429856,1102213,Hendrik Jan rubberhamer zacht 845 gram,"  Deze Hendrik Jan rubberhamer, ook wel tegelhamer genoemd, is voorzien van een vlakke en een halfronde baan van zacht verend rubber. Deze hamer wordt veel gebruikt om klinkers en tegels aan te slaan bij het leggen, daarnaast is deze uitstekend geschikt om houten en metalen constructies die deukgevoelig zijn te monteren.

De belangrijkste specificaties
• Steel van essenhout No. 4 = 140 x 90 mm ca. 845 gr.
• Gewicht zonder steel 845 gram
• Rubber: zacht
• Diameter slagkant: 90 mm.
Wat zit er in de verpakking?
1 Hendrik Jan rubber hamer nr. 4 zacht

Tips & Tricks
Deze hamer wordt veel gebruikt om klinkers en tegels aan te slaan bij het leggen, daarnaast is deze uitstekend geschikt om houten en metalen constructies die deukgevoelig zijn te monteren.","€ 15,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/968029.jpeg,"1,11 kg","8,00 cm","37,00 cm","13,50 cm",https://www.talentools.nl/hendrik-jan-rubberhamer-zacht-845-gram,Stuks
8712448425452,1103229,Hendrik Jan tuinkrabber 3 tanden met essen steel 140 cm,"  Deze Hendrik Jan cultivator heeft een steellengte van 140 centimeter en is geschikt voor het omwoelen van de aarde, verwijderen van onkruid (ook tussen de gewassen) en voor het planten van zaden. De kromme tanden van deze cultivator zijn verzinkt, waardoor ze beschermd zijn tegen corrosie.
Ook de essenhouten steel met FSC keurmerk maakt dat dit kwalitatief goed tuingereedschapl is voor iedere tuinier. FSC is een internationaal keurmerk gesteund door alle grote milieu- en ontwikkelingsorganisaties, dat staat voor verantwoord bosbeheer.
De belangrijkste specificaties:
-FSC 100%
-steellengte van 140 centimeter
De voordelen van Hendrik Jan tuinkrabber 3-tands met steel 140 cm FSC100%
Deze Hendrik Jan cultivator heeft een steellengte van 140 centimeter en is geschikt voor het omwoelen van de aarde, verwijderen van onkruid (ook tussen de gewassen) en voor het planten van zaden. De kromme tanden van deze cultivator zijn verzinkt, waardoor ze beschermd zijn tegen corrosie. Ook de essenhouten steel met FSC keurmerk maakt dat dit kwalitatief goed tuingereedschapl is voor iedere tuinier.
Wat zit er in de verpakking?
1 Hendrik Jan tuinkrabber 3-tands met steel 140 cm FSC100%","€ 14,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/968124.jpeg,"1,00 kg","13,00 cm","161,00 cm","11,00 cm",https://www.talentools.nl/hendrik-jan-tuinkrabber-3-tanden-met-essen-steel-140-cm,Stuks
8712448425490,1103232,Hendrik Jan voegenmes met steel 150 cm,"  Dit voegenmes is geschikt voor verwijderen van onkruid uit bijvoorbeeld stoepen, paden en straatwerk. Het voegenmes is geproduceerd uit verzinkt staal wat roesten tegengaat en hierdoor een lange levensduur heeft.
De belangrijkste specificaties:
-150 cm lange steel
-Verzinkt staal
De voordelen van Hendrik Jan Voegenmes met steel 150 cm FSC100%
Dit Hendrik Jan voegenmes is geschikt voor het verwijderen van onkruid uit bijvoorbeeld stoepen, paden en straatwerk. Op deze manier is onkruid milieuvriendelijk te verwijderen. Het voegenmes is geproduceerd uit verzinkt staal wat roesten tegengaat en hierdoor een lange levensduur heeft. Aan het voegenmes is een steel van 150 cm bevestigd.
Wat zit er in de verpakking?
1 Hendrik Jan Voegenmes met steel 150 cm FSC100%","€ 13,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/968189.jpeg,"0,52 kg","4,00 cm","163,00 cm","7,00 cm",https://www.talentools.nl/hendrik-jan-voegenmes-met-steel-150-cm,Stuks
8712448425421,1102910,Hendrik Jan schoffel recht 14 cm met steel 160 cm,"  Deze Hendrik Jan schoffel heeft een recht blad van 14 cm breed en een verzinkte afwerking. De steel is 160 cm lang en is voorzien van een hilt. Deze schoffel heeft een rechthoekig blad waardoor het een geschikt gereedschap is voor het grof verwijderen van onkruid en wildgroei tussen bomen, struiken en planten.


De belangrijkste specificaties
-Schoffel verzinkt 140 mm
-Steellengte 160 cm met hilt
-Steel met FSC keurmerk
De voordelen van Hendrik Jan Schoffel Recht 14cm St 160cm FSC100%
Het FSC keurmerk is een internationaal keurmerk gesteund door alle grote milieu- en ontwikkelingsorganisaties, dat staat voor verantwoord bosbeheer. Ofwel dat op evenwichtige wijze rekening wordt gehouden met de sociale, ecologische en economische aspecten die bij verantwoord bosbeheer horen
Wat zit er in de verpakking?
1 Hendrik Jan Schoffel Recht 14cm St 160cm FSC100%
 

","€ 16,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/968068.jpeg,"0,00 kg","1,50 cm","187,00 cm","5,00 cm",https://www.talentools.nl/hendrik-jan-schoffel-recht-14-cm-met-steel-160-cm,Stuks
8712448429313,1102115,Hendrik Jan hark verzinkt 12 tanden met essen steel 160 cm,"  Deze verzinkte uitvoering van de Hendrik Jan hark heeft een essenhouten steel met FSC keurmerk. Deze hark is geschikt voor het fijn egaliseren van tuingrond, losharken van de grond (zaai klaar maken) of het bij elkaar harken van onkruid.
De belangrijkste specificaties
•Verzinkt
•12 tanden
•Steellengte: 160 cm.
•Met FSC keurmerk
De voordelen van Hendrik Jan hark- verzinkt
De tanden van de hark zijn voorzien van een dun laagje zink, wat het metaal beschermt tegen corrosie. Deze Hendrik Jan hark is een kwalitatief hoogwaardige hark. De essenhouten steel heeft het FSC keurmerk
Wat zit er in de verpakking?
•1 Hendrik Jan verzinkte hark
Tips & Tricks
•Bij het zaai klaar maken van grond gaat het erom de hark zo te hanteren dat ook de lagere plekken worden opgevuld en de grond egaal is, zonder bulten. De hark moet steeds licht worden bewogen, zonder op de grond te rusten. Voor een goede werkhouding is de lengte van de steel erg belangrijk. Om een goede lengte te bepalen, kijk je naar de hoogte van je broekriem
•Werk je met deze hark dan ben je verantwoord bezig. Met FSC keurmerk, een internationaal keurmerk gesteund door alle grote milieu- en ontwikkelingsorganisaties, dat staat voor verantwoord bosbeheer.","€ 16,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/967964.jpeg,"1,07 kg","8,00 cm","165,00 cm","29,50 cm",https://www.talentools.nl/hendrik-jan-hark-verzinkt-12-tanden-met-essen-steel-160-cm,Stuks
8712448429306,1102114,Hendrik Jan hark verzinkt 10 tanden met essen steel 160 cm,"  Deze verzinkte uitvoering van de Hendrik Jan hark heeft een essenhouten steel met FSC keurmerk. Deze hark is geschikt voor het fijn egaliseren van tuingrond, losharken van de grond (zaai klaar maken) of het bij elkaar harken van onkruid.
De belangrijkste specificaties
•Verzinkt
•10 tanden
•Steellengte: 160 cm.
•Met FSC keurmerk
De voordelen van Hendrik Jan hark- verzinkt
De tanden van de hark zijn voorzien van een dun laagje zink, wat het metaal beschermt tegen corrosie. Deze Hendrik Jan hark is een kwalitatief hoogwaardige hark. De essenhouten steel heeft het FSC keurmerk
Wat zit er in de verpakking?
•Hendrik Jan verzinkte hark
Tips & Tricks
•Bij het zaai klaar maken van grond gaat het erom de hark zo te hanteren dat ook de lagere plekken worden opgevuld en de grond egaal is, zonder bulten. De hark moet steeds licht worden bewogen, zonder op de grond te rusten. Voor een goede werkhouding is de lengte van de steel erg belangrijk. Om een goede lengte te bepalen, kijk je naar de hoogte van je broekriem
•Werk je met deze hark dan ben je verantwoord bezig. Met FSC keurmerk, een internationaal keurmerk gesteund door alle grote milieu- en ontwikkelingsorganisaties, dat staat voor verantwoord bosbeheer","€ 15,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/967963.jpeg,"1,00 kg","5,00 cm","120,00 cm","20,00 cm",https://www.talentools.nl/hendrik-jan-hark-verzinkt-10-tanden-met-essen-steel-160-cm,Stuks
8712448429290,1102113,Hendrik Jan hak verzinkt essen steel 160 cm,"  De Hendrik Jan hak is ideaal voor het hakken en wieden van onkruid in bloemborders en moestuin. Hak verzinkt 16 cm met steellengte van 160 cm met FSC keurmerk.
De belangrijkste specificaties
•Hak verzinkt 16 cm, diepte 4,5 cm.
•Scherp geslepen
•Steellengte 160 cm.
•Met FSC keurmerk
De voordelen van Hendrik Jan hak verzinkt
De hak is een schoffel, die naar achteren is gericht, wat het makkelijker maakt om in zware grond of bij hakvruchten (aardappelen of bieten) te gebruiken.
Wat zit er in de verpakking?
•Hendrik Jan hak verzinkt
Tips & Tricks
•Een hak is tuingereedschap dat, net als een schoffel wordt gebruikt om onkruid onder de wortel door te snijden, waarbij tegelijk de grond los wordt gemaakt. Doordat het plantje geen grond heeft om zich in te wortelen, zal het uitdrogen en sterven. De hak wordt door de grond getrokken en de schoffel wordt geduwd.
•Werk je met deze hak dan ben je verantwoord bezig. Met FSC keurmerk, een internationaal keurmerk gesteund door alle grote milieu- en ontwikkelingsorganisaties, dat staat voor verantwoord bosbeheer.","€ 19,95",https://www.talentools.nl/media/catalog/product/cache/6ad789fdec6ea98caa0d1eb6a10b5f89/9/6/967962.jpeg,"0,95 kg","9,50 cm","171,00 cm","16,00 cm",https://www.talentools.nl/hendrik-jan-hak-verzinkt-essen-steel-160-cm,Stuks
